"","x"
"10420","NOXO1"
"10421","PLA2G6"
"10422","PVRIG2P"
"10423","CNTNAP3B"
"10424","SCT"
"10425","TNFRSF18"
"10426","AGAP9"
"10427","ZNF84"
"10428","SPRR2F"
"10429","SCN11A"
"10430","LINC01372"
"10431","LOC100130331"
"10432","ACVR1B"
"10433","TMEM184C"
"10434","CCIN"
"10435","ZFP69"
"10436","SPR"
"10437","GLIPR1L1"
"10438","EFCAB14-AS1"
"10439","CNST"
"10440","LAMTOR1"
"10441","POP5"
"10442","MAT2A"
"10443","RPSA"
"10444","ZNF366"
"10445","MED7"
"10446","HLA-DQA1"
"10447","SCLY"
"10448","SLC4A7"
"10449","PRKCI"
"10450","SCOC"
"10451","TSPAN1"
"10452","MYO1B"
"10453","TRNT1"
"10454","IL26"
"10455","RPL6"
"10456","C16orf52"
"10457","LOC100288911"
"10458","HLA-F"
"10459","RRAGA"
"10460","CLASP1"
"10461","TMEM181"
"10462","PHLDA2"
"10463","MS4A1"
"10464","TTC17"
"10465","NDUFA12"
"10466","HOMEZ"
"10467","TOP3A"
"10468","CCL3L1"
"10469","HLCS"
"10470","UNC5CL"
"10471","C2CD4D"
"10472","RNFT1"
"10473","ERLIN2"
"10474","FLJ23867"
"10475","NUDT5"
"10476","INSR"
"10477","SFPQ"
"10478","DDX59"
"10479","CYP2C19"
"10480","WDR74"
"10481","FKBP1B"
"10482","NPR3"
"10483","LOC101928858"
"10484","BAG1"
"10485","DCUN1D2"
"10486","S100Z"
"10487","CCDC183-AS1"
"10488","CLDN7"
"10489","HDAC7"
"10490","DNAJA3"
"10491","SCRN3"
"10492","URB1"
"10493","GRIN1"
"10494","BIN3"
"10495","CLCA3P"
"10496","UBALD1"
"10497","JAG1"
"10498","ABCB7"
"10499","LOC101928053"
"10500","TNPO2"
"10501","NOTCH3"
"10502","H2AFZ"
"10503","NQO2"
"10504","PTK7"
"10505","SIGLEC6"
"10506","PXYLP1"
"10507","TSTD2"
"10508","ZNF286A"
"10509","NKX1-2"
"10510","ARHGAP11A"
"10511","TMEM99"
"10512","SLFNL1"
"10513","RPS6KC1"
"10514","PLEC"
"10515","LRP6"
"10516","CCDC159"
"10517","LRRC3"
"10518","LINC00683"
"10519","KISS1R"
"10520","CALR"
"10521","ZNF738"
"10522","LOC388780"
"10523","KPNA7"
"10524","WNT3"
"10525","MYOZ2"
"10526","PCSK9"
"10527","TAF5"
"10528","PUS3"
"10529","KCNAB3"
"10530","ID2-AS1"
"10531","CCDC152"
"10532","BRPF3"
"10533","USP27X"
"10534","MUL1"
"10535","C10orf25"
"10536","SLC7A8"
"10537","DRICH1"
"10538","PPM1L"
"10539","NOL7"
"10540","GRIN3A"
"10541","SAMD10"
"10542","TOR1A"
"10543","ZRANB3"
"10544","SLIT2"
"10545","LINC00964"
"10546","PIGY"
"10547","PYURF"
"10548","RIOK1"
"10549","SLC25A5-AS1"
"10550","ELMO2"
"10551","TCERG1L"
"10552","KLC2"
"10553","FAM149B1"
"10554","C14orf39"
"10555","HNRNPK"
"10556","G6PC3"
"10557","LINC01590"
"10558","COQ9"
"10559","CALML3"
"10560","DISP2"
"10561","ANP32AP1"
"10562","MRTO4"
"10563","AAGAB"
"10564","KDELC1"
"10565","FHOD3"
"10566","C10orf88"
"10567","PSMD9"
"10568","PHKB"
"10569","CIRH1A"
"10570","SRR"
"10571","POLRMT"
"10572","ZNF417"
"10573","FASTKD1"
"10574","PMEPA1"
"10575","KLHL5"
"10576","GUSBP9"
"10577","MATR3"
"10578","TRIM52"
"10579","LSM5"
"10580","NPSR1"
"10581","ASL"
"10582","SSC4D"
"10583","GGH"
"10584","GPR83"
"10585","NFATC3"
"10586","ASCC2"
"10587","CD1E"
"10588","NSUN6"
"10589","FEZF1-AS1"
"10590","DMTN"
"10591","LOC284581"
"10592","ZBTB6"
"10593","RAD51AP1"
"10594","EIF5A"
"10595","LYRM7"
"10596","EGFR"
"10597","NOL9"
"10598","MYCL"
"10599","SLC39A13"
"10600","PRRC2B"
"10601","RPAP2"
"10602","CXorf57"
"10603","APPL2"
"10604","ZNF471"
"10605","JPH4"
"10606","MIR7-1"
"10607","VPS36"
"10608","PLOD2"
"10609","ENPP6"
"10610","P4HA2-AS1"
"10611","MORF4L2-AS1"
"10612","FAM35A"
"10613","ASB9P1"
"10614","NSUN5"
"10615","TMEM246"
"10616","BRD3"
"10617","MUC15"
"10618","UBIAD1"
"10619","DTNA"
"10620","DNMT1"
"10621","CDC26"
"10622","VMA21"
"10623","SIN3B"
"10624","C1orf229"
"10625","MIR1229"
"10626","FBXL12"
"10627","VRK3"
"10628","LOX"
"10629","GMDS-AS1"
"10630","FAM188A"
"10631","SNORD26"
"10632","TFPT"
"10633","GTF2E2"
"10634","MIA-RAB4B"
"10635","SCNM1"
"10636","MYL7"
"10637","MESDC2"
"10638","CDC6"
"10639","ZNF257"
"10640","AHSA2"
"10641","CAPN7"
"10642","UHMK1"
"10643","RBM14-RBM4"
"10644","NT5C3B"
"10645","HIST1H2AL"
"10646","ZNF7"
"10647","DENND4C"
"10648","PRKRA"
"10649","NME3"
"10650","C1S"
"10651","SLC25A28"
"10652","PET117"
"10653","UGT2B7"
"10654","FBXL6"
"10655","TAB1"
"10656","TEX29"
"10657","PFN1"
"10658","ING1"
"10659","RUNX3"
"10660","SUPV3L1"
"10661","PPP1CA"
"10662","RUFY3"
"10663","BBOX1"
"10664","GRIPAP1"
"10665","ZNF891"
"10666","ASXL2"
"10667","SERINC2"
"10668","SNORD30"
"10669","CRY1"
"10670","TRIM13"
"10671","MMP14"
"10672","IRAIN"
"10673","SNORD49A"
"10674","LMTK3"
"10675","ZNF772"
"10676","CYS1"
"10677","WNT7B"
"10678","LY6G6C"
"10679","MGC27345"
"10680","MKLN1-AS"
"10681","NIPAL2"
"10682","PLIN2"
"10683","SLC39A1"
"10684","CKAP5"
"10685","PLBD2"
"10686","MPHOSPH9"
"10687","GNPTG"
"10688","BHLHE40-AS1"
"10689","SS18L2"
"10690","EIF4G1"
"10691","TAPT1"
"10692","APOM"
"10693","NSUN5P2"
"10694","PLEKHA2"
"10695","MMGT1"
"10696","GEMIN8P4"
"10697","SKA1"
"10698","SNHG1"
"10699","AP5M1"
"10700","AKR1C3"
"10701","SSH3"
"10702","DUSP28"
"10703","LINC00652"
"10704","MAP1LC3A"
"10705","SUSD1"
"10706","PFKFB1"
"10707","KIF22"
"10708","C1R"
"10709","CTPS2"
"10710","SLX4"
"10711","LSG1"
"10712","ATXN7L2"
"10713","SEMA4G"
"10714","CDC23"
"10715","VPS37D"
"10716","MGC72080"
"10717","NOL4L"
"10718","SLC37A1"
"10719","SNX2"
"10720","BCORL1"
"10721","FGF13"
"10722","RUSC1"
"10723","C11orf30"
"10724","DECR2"
"10725","PAK6"
"10726","GGT6"
"10727","CD79A"
"10728","DDHD2"
"10729","TRMT44"
"10730","SLC46A2"
"10731","MAD1L1"
"10732","FIBP"
"10733","NUS1"
"10734","RAI2"
"10735","ADO"
"10736","UBFD1"
"10737","RASD2"
"10738","P3H1"
"10739","GPR35"
"10740","ZBTB3"
"10741","CNTN1"
"10742","P3H4"
"10743","FKTN"
"10744","TMED3"
"10745","C8G"
"10746","GNRHR2"
"10747","CUEDC2"
"10748","PROSER1"
"10749","LAMA3"
"10750","MATK"
"10751","RBKS"
"10752","BOD1"
"10753","NACAD"
"10754","TMEM262"
"10755","CCNL2"
"10756","METTL22"
"10757","LOC101929231"
"10758","CNTNAP3P2"
"10759","RMND1"
"10760","SNORA78"
"10761","YWHAEP1"
"10762","SNORA16B"
"10763","PRPF19"
"10764","MPO"
"10765","PLCG1"
"10766","ALAS1"
"10767","SPDEF"
"10768","SCN3B"
"10769","HTR7P1"
"10770","IFI27L1"
"10771","TMED6"
"10772","SEH1L"
"10773","RPS15"
"10774","ATP6V1E2"
"10775","LTV1"
"10776","LOC101928861"
"10777","LINC00689"
"10778","C9orf50"
"10779","LOC642776"
"10780","SH2D1A"
"10781","C14orf159"
"10782","TMEM220"
"10783","GRIN2D"
"10784","CNTRL"
"10785","TXLNA"
"10786","SLC6A16"
"10787","MIR4763"
"10788","TFAP2B"
"10789","TMEM179B"
"10790","DYNLRB1"
"10791","SNORD12C"
"10792","MIR658"
"10793","FAM212A"
"10794","GAL"
"10795","SMARCD1"
"10796","BAIAP2L2"
"10797","PIK3R6"
"10798","GFER"
"10799","GLI3"
"10800","RASSF7"
"10801","LOC101927755"
"10802","SEMA3G"
"10803","DSN1"
"10804","SDC3"
"10805","ZNF215"
"10806","DPH6"
"10807","ZFAND2B"
"10808","COL4A3BP"
"10809","RASEF"
"10810","CCL28"
"10811","DHRS4L2"
"10812","PHC3"
"10813","NAAA"
"10814","SNRNP48"
"10815","NFASC"
"10816","NAPB"
"10817","IMPDH2"
"10818","PARL"
"10819","FBXL13"
"10820","C16orf58"
"10821","SNORD86"
"10822","PRELID2"
"10823","LAMB1"
"10824","USP32P1"
"10825","HNRNPUL1"
"10826","NAIF1"
"10827","PRKAB2"
"10828","ABCA3"
"10829","FAM198A"
"10830","FUK"
"10831","DIP2C"
"10832","LPCAT4"
"10833","TNFRSF13B"
"10834","AP3D1"
"10835","SLC23A2"
"10836","ABCG1"
"10837","VIPR1"
"10838","RASL11B"
"10839","NNT"
"10840","CENPQ"
"10841","MLIP"
"10842","SORBS3"
"10843","TMEM187"
"10844","KCTD4"
"10845","TBC1D4"
"10846","ROGDI"
"10847","L3MBTL4-AS1"
"10848","MPPED1"
"10849","DGKB"
"10850","DDX19A"
"10851","BARD1"
"10852","C6orf163"
"10853","SLC25A25"
"10854","TLN2"
"10855","ASB16-AS1"
"10856","ICAM5"
"10857","CYP1B1"
"10858","CDHR2"
"10859","SPIN3"
"10860","HARS2"
"10861","NAGPA"
"10862","LATS1"
"10863","PRKCDBP"
"10864","C14orf28"
"10865","CAD"
"10866","ANGPT1"
"10867","MID1IP1"
"10868","MOB2"
"10869","LINC01232"
"10870","ATP5S"
"10871","BECN1"
"10872","EIF3D"
"10873","LAMP3"
"10874","CNOT6"
"10875","ARHGEF10"
"10876","SYNC"
"10877","AGO1"
"10878","AKR1E2"
"10879","LOC103344931"
"10880","TMEM204"
"10881","SNAPC2"
"10882","WDR75"
"10883","C4orf46"
"10884","CMAHP"
"10885","F8A1"
"10886","C17orf100"
"10887","DOCK6"
"10888","PLEKHA6"
"10889","STMN1"
"10890","HSPH1"
"10891","ACTR5"
"10892","GNB2L1"
"10893","DANCR"
"10894","ZYG11A"
"10895","FGFR2"
"10896","MIR4721"
"10897","GIT1"
"10898","LOC729348"
"10899","SLC9A9"
"10900","LOC392196"
"10901","MIF4GD"
"10902","LOC101927446"
"10903","TREX1"
"10904","KITLG"
"10905","PARD3-AS1"
"10906","FAM53B"
"10907","PPTC7"
"10908","ZNF26"
"10909","HEATR5A"
"10910","PAQR4"
"10911","CCDC101"
"10912","ANKRD29"
"10913","ZNF681"
"10914","FBL"
"10915","PPP4R3B"
"10916","SETD7"
"10917","CTNNA1"
"10918","KLRG2"
"10919","FPGS"
"10920","LHB"
"10921","CR2"
"10922","MARK1"
"10923","POLR2L"
"10924","WTAPP1"
"10925","SMCR5"
"10926","ARL16"
"10927","RFPL3"
"10928","ZBTB24"
"10929","GABRA3"
"10930","PPP1R12B"
"10931","FAM21A"
"10932","RPS24"
"10933","MCF2L2"
"10934","LYPD2"
"10935","TNFSF12-TNFSF13"
"10936","LMBR1"
"10937","PALMD"
"10938","CDH16"
"10939","TCF7L2"
"10940","TMEM81"
"10941","CCDC58"
"10942","LOC100288846"
"10943","EHBP1"
"10944","IGSF8"
"10945","PEX26"
"10946","TSN"
"10947","PCOLCE2"
"10948","LOC100289361"
"10949","EID1"
"10950","MEGF10"
"10951","LOC101929567"
"10952","DMKN"
"10953","CXCR3"
"10954","FXYD6-FXYD2"
"10955","ACD"
"10956","CCHCR1"
"10957","ZNF436-AS1"
"10958","KRTAP5-10"
"10959","LINC00992"
"10960","NCKIPSD"
"10961","NMNAT1"
"10962","SLC25A15"
"10963","SLC5A2"
"10964","CORO6"
"10965","DTL"
"10966","THEMIS"
"10967","PTPRS"
"10968","PSMA6"
"10969","CRTC3-AS1"
"10970","ITGA9-AS1"
"10971","HESX1"
"10972","TBCK"
"10973","APC2"
"10974","CD81"
"10975","DHODH"
"10976","MOCOS"
"10977","EXOC7"
"10978","WAC-AS1"
"10979","CBLN3"
"10980","CA12"
"10981","HSD17B4"
"10982","ZNF43"
"10983","RNF4"
"10984","MIB2"
"10985","CALML3-AS1"
"10986","TSPAN31"
"10987","RAMP2-AS1"
"10988","COIL"
"10989","SPRYD3"
"10990","ZNF253"
"10991","RPL13A"
"10992","AXDND1"
"10993","SLC20A2"
"10994","IDH3G"
"10995","ANKRD61"
"10996","SCG2"
"10997","SRPR"
"10998","ACRBP"
"10999","HEXA"
"11000","GAA"
"11001","HNRNPM"
"11002","MIRLET7D"
"11003","CAPG"
"11004","DAGLA"
"11005","LOC654342"
"11006","MTRNR2L8"
"11007","MTA3"
"11008","GJA1"
"11009","PENK"
"11010","IKBKE"
"11011","UBE2G2"
"11012","RNASEH1-AS1"
"11013","HIRA"
"11014","GZMB"
"11015","LOC101928105"
"11016","ACOT4"
"11017","VHL"
"11018","CYB5R3"
"11019","AVIL"
"11020","NDUFA3"
"11021","FBXW4P1"
"11022","CD36"
"11023","LRRC20"
"11024","MMP3"
"11025","MLF2"
"11026","BACH2"
"11027","LSM10"
"11028","FAM41C"
"11029","ZNF383"
"11030","PLEKHH1"
"11031","DDA1"
"11032","ASRGL1"
"11033","ARCN1"
"11034","METTL20"
"11035","NOP9"
"11036","C17orf85"
"11037","RNF135"
"11038","UBE2O"
"11039","PRPF31"
"11040","STAM2"
"11041","EXOSC9"
"11042","C5orf45"
"11043","LSM1"
"11044","HNRNPR"
"11045","INADL"
"11046","PLEKHH3"
"11047","EPHX2"
"11048","PCAT29"
"11049","SNORD80"
"11050","ZNF568"
"11051","NDUFV2"
"11052","FAM124B"
"11053","STX17-AS1"
"11054","SVOP"
"11055","LOC100132215"
"11056","KLRC4-KLRK1"
"11057","FAM35DP"
"11058","ZFYVE28"
"11059","TMEM203"
"11060","POM121L10P"
"11061","ADD1"
"11062","MRPS21"
"11063","SAA2-SAA4"
"11064","DEGS2"
"11065","RNF43"
"11066","ZNF177"
"11067","SYS1"
"11068","KIAA0754"
"11069","LINC00970"
"11070","LINC00862"
"11071","MARK2P9"
"11072","GSTP1"
"11073","PCSK7"
"11074","NR2C1"
"11075","SLC24A5"
"11076","RPS2"
"11077","PIP5K1C"
"11078","ATRAID"
"11079","MAP4K3"
"11080","LINC01436"
"11081","LINC01311"
"11082","PTPRG"
"11083","TTK"
"11084","FAM167A"
"11085","SNHG6"
"11086","SEC24C"
"11087","SNORA61"
"11088","DIEXF"
"11089","ANO3"
"11090","EP400NL"
"11091","SARM1"
"11092","DAZAP1"
"11093","UGT1A4"
"11094","PRMT6"
"11095","SCD"
"11096","MOAP1"
"11097","MRM1"
"11098","CEBPA"
"11099","KLHL3"
"11100","POR"
"11101","RPL5"
"11102","SH3BP5L"
"11103","PPP1R3E"
"11104","PTRF"
"11105","CPAMD8"
"11106","SPRED3"
"11107","CEP170P1"
"11108","AHRR"
"11109","PRPF8"
"11110","NPB"
"11111","FASTKD5"
"11112","APPL1"
"11113","MIR4800"
"11114","SLC26A6"
"11115","TRMT10C"
"11116","FAM65C"
"11117","TSPYL2"
"11118","RPL22"
"11119","ALDH3A1"
"11120","MCM3AP"
"11121","TMEM245"
"11122","LINC01607"
"11123","POLR2E"
"11124","TUSC2"
"11125","FOXP1-AS1"
"11126","SMAD1-AS2"
"11127","CCDC137"
"11128","ESRRG"
"11129","PAN3-AS1"
"11130","ZNF570"
"11131","SUPT7L"
"11132","PPIL3"
"11133","LOC102725079"
"11134","PRPF6"
"11135","AIFM3"
"11136","ZNF252P"
"11137","ATP13A1"
"11138","PPP1R14C"
"11139","ZNF593"
"11140","PI4KB"
"11141","APOA1BP"
"11142","HCFC2"
"11143","AMFR"
"11144","C17orf80"
"11145","TBC1D17"
"11146","GPR75"
"11147","PRR5-ARHGAP8"
"11148","DAP"
"11149","KPNA5"
"11150","TOMM5"
"11151","GP6"
"11152","NOB1"
"11153","GOLGA8S"
"11154","ATP9B"
"11155","IFNL1"
"11156","EXOSC7"
"11157","CCDC86"
"11158","BEGAIN"
"11159","ARMC10"
"11160","CD247"
"11161","SNORD27"
"11162","ALG11"
"11163","ERLEC1"
"11164","HSPD1"
"11165","ZBED6CL"
"11166","TAF1"
"11167","ATP5B"
"11168","UGT1A8"
"11169","ACTA2-AS1"
"11170","GSTM3"
"11171","C1orf43"
"11172","NDUFB8"
"11173","PLEKHJ1"
"11174","CMTR1"
"11175","KLHL23"
"11176","ACTR1A"
"11177","MIR4697HG"
"11178","ZSCAN22"
"11179","HNRNPLL"
"11180","FAM71F1"
"11181","STOML2"
"11182","CDK16"
"11183","RAC1"
"11184","RPL8"
"11185","KIF23"
"11186","APMAP"
"11187","TMEM26-AS1"
"11188","GNG4"
"11189","ZFP91"
"11190","NUP85"
"11191","ZNF808"
"11192","PATZ1"
"11193","GTF2H2B"
"11194","MEIOB"
"11195","P2RX5-TAX1BP3"
"11196","RNF167"
"11197","CCAR2"
"11198","AGPAT2"
"11199","FANCB"
"11200","CLCN5"
"11201","FAM120C"
"11202","ZBTB48"
"11203","WWP1"
"11204","MRPS2"
"11205","COG4"
"11206","NBPF12"
"11207","SYTL2"
"11208","EYS"
"11209","SNORA68"
"11210","MEF2BNB"
"11211","CLP1"
"11212","MIPOL1"
"11213","CATSPERG"
"11214","SORBS2"
"11215","HARS"
"11216","AKAP12"
"11217","ELOVL5"
"11218","ERI3-IT1"
"11219","FMO1"
"11220","PTPRR"
"11221","PDCD6IPP2"
"11222","PRRT2"
"11223","UGT1A5"
"11224","KIF27"
"11225","ZBTB45"
"11226","DGKA"
"11227","CBLL1"
"11228","LOC148413"
"11229","UGT1A3"
"11230","WRAP73"
"11231","MROH7"
"11232","INCENP"
"11233","EID3"
"11234","C12orf43"
"11235","VPS33A"
"11236","HMGB1"
"11237","FZR1"
"11238","ATG9A"
"11239","SNORA7A"
"11240","P2RY1"
"11241","TMEM156"
"11242","AIRN"
"11243","STK25"
"11244","TCFL5"
"11245","CHID1"
"11246","FAM111B"
"11247","TFDP1"
"11248","ANKS4B"
"11249","GTF2F1"
"11250","PLEKHA4"
"11251","OXER1"
"11252","GNB1L"
"11253","LRRC2"
"11254","LOC100506746"
"11255","NDUFS7"
"11256","LMCD1-AS1"
"11257","ARV1"
"11258","C1orf109"
"11259","PVRL1"
"11260","PTBP1"
"11261","SPATS2"
"11262","HEATR4"
"11263","UGT1A9"
"11264","CYP24A1"
"11265","CASC8"
"11266","ATOH8"
"11267","KPRP"
"11268","PGBD5"
"11269","CCDC6"
"11270","TRIM44"
"11271","LINC00539"
"11272","MYO16-AS1"
"11273","STON2"
"11274","PARP16"
"11275","LAT"
"11276","LOC339260"
"11277","DUS1L"
"11278","ZNF763"
"11279","ZNF658B"
"11280","SNORD62A"
"11281","SNORD62B"
"11282","SSR4"
"11283","CACNG8"
"11284","HARBI1"
"11285","LOC101929295"
"11286","DDHD1"
"11287","UGT1A7"
"11288","GOLGA6L5P"
"11289","UGT1A1"
"11290","ARSJ"
"11291","MRPS18A"
"11292","MAL2"
"11293","FKBP9"
"11294","NCSTN"
"11295","REN"
"11296","FAIM2"
"11297","NEDD4"
"11298","CCDC115"
"11299","SEC31B"
"11300","AEBP2"
"11301","ATP5O"
"11302","MAP2K5"
"11303","VWA2"
"11304","GPS2"
"11305","ANKLE1"
"11306","SF3B6"
"11307","INPP1"
"11308","NCOA5"
"11309","ZNF451"
"11310","STARD3NL"
"11311","ANGPT2"
"11312","MIR6808"
"11313","ZFP1"
"11314","RGS13"
"11315","LOC101929378"
"11316","CD52"
"11317","NDUFS5"
"11318","GAS2"
"11319","CD44"
"11320","SDHAF2"
"11321","INTS5"
"11322","SYNJ2BP-COX16"
"11323","TCEB2"
"11324","HEATR3"
"11325","WDR81"
"11326","USP36"
"11327","CTDP1"
"11328","RANBP3"
"11329","MAST1"
"11330","ICOS"
"11331","MTG2"
"11332","SF3A1"
"11333","UQCRC1"
"11334","SEL1L3"
"11335","CDC25C"
"11336","VKORC1L1"
"11337","SCRIB"
"11338","CCDC107"
"11339","ANP32B"
"11340","FIGF"
"11341","OTUD3"
"11342","ZNF211"
"11343","TNS1"
"11344","TOX2"
"11345","GRID2IP"
"11346","BOK-AS1"
"11347","SLC9A5"
"11348","PRX"
"11349","MIR4775"
"11350","ZDHHC2"
"11351","OLA1"
"11352","ZNF850"
"11353","ATP5G1"
"11354","ALKBH5"
"11355","AQP2"
"11356","GOLGA8R"
"11357","SLC46A1"
"11358","SRSF10"
"11359","LRRC39"
"11360","D2HGDH"
"11361","DENND2D"
"11362","EARS2"
"11363","TFAP2A-AS1"
"11364","FAM83H"
"11365","MOV10"
"11366","NUDT4"
"11367","FRY-AS1"
"11368","RPL13AP5"
"11369","KCNMB4"
"11370","FAM114A2"
"11371","LOC729683"
"11372","C6orf1"
"11373","DOCK9-AS2"
"11374","CHST7"
"11375","CES2"
"11376","TYMSOS"
"11377","LOC105373383"
"11378","ZBTB41"
"11379","FOLH1B"
"11380","SNRNP70"
"11381","RRP1B"
"11382","NMD3"
"11383","CLPB"
"11384","GHET1"
"11385","RRP12"
"11386","PEX16"
"11387","SNHG11"
"11388","BTN2A3P"
"11389","MLLT3"
"11390","HPCAL1"
"11391","PPP4R1L"
"11392","KCNMA1"
"11393","SNORD31"
"11394","RNU86"
"11395","GOLGA8J"
"11396","RARRES1"
"11397","PRUNE"
"11398","BTBD7"
"11399","BNC1"
"11400","ZNF233"
"11401","ACTR1B"
"11402","PPP2R5D"
"11403","EBAG9"
"11404","ZBTB26"
"11405","NOC4L"
"11406","LIF"
"11407","GOPC"
"11408","MRPL43"
"11409","ST7-AS2"
"11410","COMMD5"
"11411","TMEM98"
"11412","POLN"
"11413","HSPA1A"
"11414","SCO1"
"11415","HCG4B"
"11416","ACTC1"
"11417","NISCH"
"11418","SNORA81"
"11419","LOC100133669"
"11420","S100A1"
"11421","IQGAP3"
"11422","PYHIN1"
"11423","TRAPPC4"
"11424","MAPKBP1"
"11425","ERCC2"
"11426","ZNF577"
"11427","STK16"
"11428","EIF4E2"
"11429","ISM1"
"11430","BCRP2"
"11431","KCTD17"
"11432","LHFPL4"
"11433","CMTM8"
"11434","TNNC1"
"11435","GOLIM4"
"11436","HNRNPD"
"11437","ANKRA2"
"11438","EGFL8"
"11439","ERMARD"
"11440","RPL12"
"11441","RBM41"
"11442","PIK3R4"
"11443","ZNF627"
"11444","ZDHHC11"
"11445","XRCC3"
"11446","CLIP3"
"11447","NOS1AP"
"11448","NHS"
"11449","CYP26A1"
"11450","LOC100270804"
"11451","C18orf32"
"11452","DPF1"
"11453","ZNF317"
"11454","PQLC3"
"11455","RQCD1"
"11456","DUSP11"
"11457","ERCC3"
"11458","KLHL20"
"11459","UBE2J2"
"11460","PLEKHA1"
"11461","BANF1"
"11462","DYRK4"
"11463","ZFYVE21"
"11464","CRB3"
"11465","BMS1P20"
"11466","TESK1"
"11467","ST6GALNAC4"
"11468","UBXN8"
"11469","LOC102467080"
"11470","HCG17"
"11471","CPT1A"
"11472","ICAM4"
"11473","DBF4"
"11474","LCE1B"
"11475","MINPP1"
"11476","CCDC141"
"11477","NUDT16"
"11478","FAM58A"
"11479","CWH43"
"11480","ZDHHC19"
"11481","CCDC130"
"11482","BABAM1"
"11483","NUDT19"
"11484","HGD"
"11485","SVILP1"
"11486","CAND1"
"11487","MIR6789"
"11488","METTL12"
"11489","CYFIP1"
"11490","KIAA1467"
"11491","STAB2"
"11492","EMC9"
"11493","CHMP2A"
"11494","PSME4"
"11495","CNGA3"
"11496","CSDC2"
"11497","LINC01589"
"11498","AARS2"
"11499","RHEB"
"11500","FAM92A1"
"11501","LOC101928525"
"11502","SUV39H1"
"11503","ME3"
"11504","SMIM8"
"11505","HIF1AN"
"11506","DMAP1"
"11507","YIPF2"
"11508","FKBP1A"
"11509","HMGXB3"
"11510","RBM3"
"11511","ALDH8A1"
"11512","CTRC"
"11513","XPNPEP1"
"11514","NIPA1"
"11515","LUC7L"
"11516","TUFM"
"11517","PSMD1"
"11518","MCCC2"
"11519","LOC441242"
"11520","CASK"
"11521","ARHGEF34P"
"11522","EBF4"
"11523","MATN1"
"11524","GPAT2"
"11525","KLHDC7B"
"11526","SREK1IP1"
"11527","ZFAT"
"11528","APIP"
"11529","ITFG1"
"11530","THAP11"
"11531","MRPL15"
"11532","IPO8"
"11533","PAK4"
"11534","CCDC69"
"11535","AIMP2"
"11536","ADPRHL2"
"11537","ELF5"
"11538","OSBPL1A"
"11539","ARHGEF4"
"11540","RPSAP9"
"11541","METTL21B"
"11542","HAUS7"
"11543","MRPS31P5"
"11544","DVL3"
"11545","FLNB"
"11546","VPS51"
"11547","PLCE1-AS1"
"11548","INPP5F"
"11549","PAN2"
"11550","TCF12"
"11551","ZNRF1"
"11552","LINC00663"
"11553","SFXN5"
"11554","DNPEP"
"11555","SLC25A26"
"11556","WBSCR27"
"11557","C8orf58"
"11558","PIP5K1B"
"11559","GPX1"
"11560","TP73-AS1"
"11561","TRMT1L"
"11562","DSTYK"
"11563","PHYHIPL"
"11564","MRPS16"
"11565","CREBZF"
"11566","CADM1"
"11567","CACNA2D4"
"11568","SNORA53"
"11569","LOC414300"
"11570","CCDC122"
"11571","SOCS4"
"11572","ACOT1"
"11573","SULT1A2"
"11574","ORC6"
"11575","P2RY11"
"11576","ZNF439"
"11577","TRPM4"
"11578","LOC101927027"
"11579","PPIL2"
"11580","DHFRL1"
"11581","FXR1"
"11582","MIR1248"
"11583","HNRNPDL"
"11584","LOC101927972"
"11585","PRKAR2B"
"11586","GPR143"
"11587","LOC101927284"
"11588","EML5"
"11589","CEP112"
"11590","SLPI"
"11591","C3orf14"
"11592","PIGO"
"11593","FIBCD1"
"11594","PLEKHG5"
"11595","MTERF2"
"11596","LMF1"
"11597","ICT1"
"11598","MED25"
"11599","ZNF677"
"11600","BLOC1S4"
"11601","DXO"
"11602","SEPT7P2"
"11603","FAM131B"
"11604","PPARG"
"11605","ANKS1A"
"11606","PMS2P2"
"11607","PDCD6"
"11608","CDK10"
"11609","CELSR3"
"11610","HIST1H3E"
"11611","MRPL2"
"11612","PTGR2"
"11613","KRT16P3"
"11614","KHSRP"
"11615","SBDSP1"
"11616","C9orf41-AS1"
"11617","KLRK1"
"11618","DPY19L2P4"
"11619","NEK3"
"11620","BBC3"
"11621","TSEN15"
"11622","PA2G4"
"11623","GALNT7"
"11624","DEAF1"
"11625","PDGFC"
"11626","FOPNL"
"11627","TBCB"
"11628","LAMTOR2"
"11629","ZNF37A"
"11630","MARS"
"11631","ZNF219"
"11632","CMIP"
"11633","HID1"
"11634","OR2A9P"
"11635","POU5F1B"
"11636","SERPINH1"
"11637","AFG3L1P"
"11638","ITPA"
"11639","PHB2"
"11640","GINS2"
"11641","UCKL1"
"11642","VSIG1"
"11643","PCDHB8"
"11644","SLC7A6"
"11645","PPP5D1"
"11646","R3HDM1"
"11647","ZUFSP"
"11648","HUWE1"
"11649","PHOSPHO2"
"11650","SAA1"
"11651","GPD1"
"11652","CLEC18A"
"11653","TMEM198"
"11654","C6orf106"
"11655","PORCN"
"11656","PPM1N"
"11657","ITPR1"
"11658","TMEM42"
"11659","SHC1"
"11660","AP1S3"
"11661","POP1"
"11662","CRCT1"
"11663","BCR"
"11664","EPB41L4A-AS2"
"11665","LOC101928837"
"11666","TMEM256"
"11667","PSME3"
"11668","ZNF181"
"11669","ITPR3"
"11670","TOMM7"
