"","genes","modules"
"1006","SERPINC1","brown"
"1007","RC3H1","brown"
"1008","RABGAP1L","brown"
"1009","GPR52","antiquewhite4"
"1010","LOC101928696","brown"
"1011","CACYBP","brown"
"1012","MRPS14","brown"
"1013","TNN","plum2"
"1014","KIAA0040","blue"
"1015","TNR","blue"
"1016","LOC101928751","skyblue"
"1017","RFWD2","brown"
"1018","SCARNA3","brown"
"1019","MIR488","blue"
"1020","BRINP2","steelblue"
"1021","LOC101928778","blue"
"1022","SEC16B","grey60"
"1023","LOC730102","brown"
"1024","RASAL2-AS1","blue"
"1025","RASAL2","brown"
"1026","TEX35","brown"
"1027","C1orf220","brown"
"1028","RALGPS2","brown"
"1029","ANGPTL1","brown"
"1030","FAM20B","grey60"
"1031","ABL2","grey60"
"1032","SOAT1","brown"
"1033","TDRD5","plum2"
"1034","TOR1AIP2","brown"
"1035","TOR1AIP1","brown"
"1036","CEP350","brown"
"1037","LHX4","grey60"
"1038","LHX4-AS1","grey60"
"1039","XPR1","grey60"
"1040","KIAA1614","grey60"
"1041","STX6","grey60"
"1042","MR1","brown"
"1043","CACNA1E","blue"
"1044","ZNF648","grey60"
"1045","LINC01344","brown"
"1046","TEDDM1","blue"
"1047","LINC00272","blue"
"1048","RGSL1","blue"
"1049","RNASEL","brown"
"1050","LOC284648","brown"
"1051","NPL","blue"
"1052","DHX9","grey60"
"1053","SHCBP1L","thistle2"
"1054","LAMC1","grey60"
"1055","LAMC2","grey60"
"1056","SMG7-AS1","grey60"
"1057","SMG7","grey60"
"1058","ARPC5","brown"
"1059","RGL1","brown"
"1060","TSEN15","brown"
"1061","C1orf21","grey60"
"1062","EDEM3","brown"
"1063","FAM129A","blue"
"1064","RNF2","brown"
"1065","TRMT1L","brown"
"1066","SWT1","brown"
"1067","IVNS1ABP","blue"
"1068","GS1-279B7.1","blue"
"1069","LINC01350","blue"
"1070","HMCN1","grey60"
"1071","MIR548F1","mediumpurple2"
"1072","RNU6-72P","coral1"
"1073","PRG4","grey60"
"1074","TPR","brown"
"1075","C1orf27","brown"
"1076","OCLM","brown"
"1077","LOC102724919","brown"
"1078","PDC","brown"
"1079","PTGS2","blue"
"1080","PACERR","blue"
"1081","PLA2G4A","brown"
"1082","BRINP3","blue"
"1083","LOC440704","antiquewhite4"
"1084","RGS18","blue"
"1085","RGS1","blue"
"1086","RGS13","brown"
"1087","RGS2","blue"
"1088","LINC01032","blue"
"1089","UCHL5","brown"
"1090","TROVE2","brown"
"1091","GLRX2","brown"
"1092","CDC73","brown"
"1093","B3GALT2","brown"
"1094","LINC01031","brown"
"1095","KCNT2","blue"
"1096","MIR4735","blue"
"1097","CFH","brown"
"1098","CFHR3","brown"
"1099","CFHR1","grey60"
"1100","CFHR4","blue"
"1101","CFHR5","blue"
"1102","F13B","blue"
"1103","ASPM","brown"
"1104","ZBTB41","brown"
"1105","DENND1B","brown"
"1106","LHX9","blue"
"1107","NEK7","brown"
"1108","PTPRC","blue"
"1109","MIR181A1HG","brown"
"1110","MIR181A1","blue"
"1111","LINC01222","antiquewhite4"
"1112","LINC00862","blue"
"1113","ZNF281","brown"
"1114","DDX59","brown"
"1115","LOC101929224","plum2"
"1116","CAMSAP2","brown"
"1117","CACNA1S","thistle2"
"1118","IGFN1","blue"
"1119","TNNT2","antiquewhite4"
"1120","TNNI1","grey60"
"1121","RPS10P7","pink"
"1122","NAV1","grey60"
"1123","IPO9-AS1","grey60"
"1124","MIR5191","cyan"
"1125","RNU6-79P","brown"
"1126","MIR1231","grey60"
"1127","IPO9","grey60"
"1128","MIR6739","grey60"
"1129","TIMM17A","brown"
"1130","MIR6740","brown"
"1131","PTPRVP","grey60"
"1132","PPP1R12B","grey60"
"1133","KDM5B","brown"
"1134","MGAT4EP","brown"
"1135","LOC148709","brown"
"1136","KLHL12","brown"
"1137","MYOG","blue"
"1138","MYBPH","blue"
"1139","CHI3L1","blue"
"1140","LINC01353","blue"
"1141","LINC01136","blue"
"1142","PRELP","antiquewhite4"
"1143","OPTC","coral1"
"1144","ATP2B4","grey60"
"1145","SNORA77","pink"
"1146","LINC00260","pink"
"1147","LAX1","brown"
"1148","ZC3H11A","grey60"
"1149","ZBED6","grey60"
"1150","SNRPE","brown"
"1151","LINC00303","blue"
"1152","LINC00628","pink"
"1153","PPP1R15B","brown"
"1154","MDM4","grey60"
"1155","LRRN2","grey60"
"1156","TMEM81","pink"
"1157","RBBP5","brown"
"1158","DSTYK","brown"
"1159","LEMD1-AS1","brown"
"1160","BLACAT1","grey60"
"1161","MIR135B","grey60"
"1162","ELK4","grey60"
"1163","NUCKS1","grey60"
"1164","RAB29","brown"
"1165","SLC26A9","thistle2"
"1166","FAM72A","grey60"
"1167","AVPR1B","blue"
"1168","C1orf186","brown"
"1169","SRGAP2C","grey60"
"1170","SRGAP2","grey60"
"1171","MIR6769B","pink"
"1172","IL10","brown"
"1173","IL19","steelblue"
"1174","IL20","skyblue"
"1175","YOD1","blue"
"1176","PFKFB2","grey60"
"1177","C4BPA","skyblue"
"1178","CD55","brown"
"1179","CR2","steelblue"
"1180","CR1","blue"
"1181","CD46","brown"
"1182","MIR29C","grey60"
"1183","MIR29B2","grey60"
"1184","LOC148696","grey60"
"1185","CD34","cyan"
"1186","PLXNA2","grey60"
"1187","CAMK1G","blue"
"1188","G0S2","blue"
"1189","HSD11B1","brown"
"1190","TRAF3IP3","blue"
"1191","IRF6","grey60"
"1192","DIEXF","brown"
"1193","SERTAD4","brown"
"1194","RCOR3","grey60"
"1195","TRAF5","grey60"
"1196","LINC00467","brown"
"1197","SLC30A1","brown"
"1198","LOC105748977","blue"
"1199","LPGAT1","grey60"
"1200","INTS7","brown"
"1201","MIR3122","darkviolet"
"1202","PPP2R5A","brown"
"1203","SNORA16B","pink"
"1204","LOC101929565","blue"
"1205","ATF3","blue"
"1206","BATF3","cyan"
"1207","NSL1","brown"
"1208","TATDN3","brown"
"1209","FLVCR1","grey60"
"1210","VASH2","brown"
"1211","ANGEL2","brown"
"1212","RPS6KC1","brown"
"1213","PROX1-AS1","blue"
"1214","PROX1","blue"
"1215","PTPN14","grey60"
"1216","KCNK2","skyblue1"
"1217","KCTD3","brown"
"1218","LOC102723833","skyblue1"
"1219","ESRRG","brown"
"1220","GPATCH2","brown"
"1221","LINC00210","blue"
"1222","LOC101929631","pink"
"1223","RRP15","brown"
"1224","TGFB2-AS1","pink"
"1225","TGFB2","grey60"
"1226","MIR548F3","grey60"
"1227","TGFB2-OT1","grey60"
"1228","LYPLAL1-AS1","brown"
"1229","LYPLAL1","brown"
"1230","SLC30A10","cyan"
"1231","EPRS","brown"
"1232","BPNT1","grey60"
"1233","IARS2","brown"
"1234","MIR215","brown"
"1235","MIR194-1","pink"
"1236","RAB3GAP2","brown"
"1237","MIR664A","skyblue"
"1238","AURKAPS1","brown"
"1239","MARK1","brown"
"1240","MARC1","brown"
"1241","LINC01352","brown"
"1242","DUSP10","brown"
"1243","LOC101929771","brown"
"1244","HHIPL2","grey60"
"1245","TAF1A","brown"
"1246","MIA3","brown"
"1247","AIDA","grey60"
"1248","BROX","brown"
"1249","FAM177B","brown"
"1250","DISP1","brown"
"1251","TLR5","brown"
"1252","SUSD4","grey60"
"1253","CAPN8","brown"
"1254","CAPN2","brown"
"1255","TP53BP2","brown"
"1256","GTF2IP20","grey60"
"1257","FBXO28","brown"
"1258","DEGS1","brown"
"1259","LOC101927164","grey60"
"1260","NVL","brown"
"1261","MIR320B2","grey60"
"1262","WDR26","grey60"
"1263","MIR4742","grey60"
"1264","DNAH14","brown"
"1265","LBR","blue"
"1266","ENAH","grey60"
"1267","SRP9","brown"
"1268","TMEM63A","grey60"
"1269","MIR6741","grey60"
"1270","SDE2","brown"
"1271","ACBD3","brown"
"1272","MIXL1","plum2"
"1273","LIN9","brown"
"1274","PARP1","grey60"
"1275","CDC42BPA","brown"
"1276","ZNF678","brown"
"1277","ZNF847P","antiquewhite4"
"1278","MIR5008","grey60"
"1279","IBA57-AS1","skyblue"
"1280","IBA57","grey60"
"1281","C1orf145","grey60"
"1282","OBSCN","grey60"
"1283","MIR6742","grey60"
"1284","TRIM17","grey60"
"1285","HIST3H3","grey60"
"1286","MIR7641-2","brown"
"1287","MIR4454","blue"
"1288","RAB4A","brown"
"1289","SPHAR","brown"
"1290","CCSAP","brown"
"1291","ACTA1","antiquewhite4"
"1292","NUP133","brown"
"1293","LOC101927478","pink"
"1294","ABCB10","brown"
"1295","TAF5L","grey60"
"1296","URB2","grey60"
"1297","COG2","grey60"
"1298","TTC13","brown"
"1299","ARV1","brown"
"1300","FAM89A","cyan"
"1301","MIR1182","brown"
"1302","TRIM67","skyblue"
"1303","LOC149373","blue"
"1304","C1orf131","brown"
"1305","GNPAT","brown"
"1306","EXOC8","grey60"
"1307","SPRTN","brown"
"1308","EGLN1","brown"
"1309","TSNAX-DISC1","brown"
"1310","TSNAX","brown"
"1311","LINC00582","brown"
"1312","DISC1","brown"
"1313","DISC2","brown"
"1314","DISC1-IT1","blue"
"1315","SIPA1L2","grey60"
"1316","LOC101927683","blue"
"1317","MAP10","brown"
"1318","PCNXL2","grey60"
"1319","KIAA1804","grey60"
"1320","KCNK1","grey60"
"1321","MIR4427","brown"
"1322","COA6","brown"
"1323","TARBP1","grey60"
"1324","IRF2BP2","grey60"
"1325","LINC00184","brown"
"1326","LOC101927851","blue"
"1327","TOMM20","grey60"
"1328","SNORA14B","coral1"
"1329","RBM34","brown"
"1330","ARID4B","brown"
"1331","GGPS1","brown"
"1332","TBCE","brown"
"1333","B3GALNT2","brown"
"1334","LYST","blue"
"1335","MIR1537","blue"
"1336","ERO1B","brown"
"1337","EDARADD","brown"
"1338","LGALS8","brown"
"1339","LGALS8-AS1","brown"
"1340","HEATR1","brown"
"1341","ACTN2","antiquewhite4"
"1342","MTR","grey60"
"1343","MT1HL1","pink"
"1344","RYR2","antiquewhite4"
"1345","ZP4","blue"
"1346","LINC01139","brown"
"1347","CHRM3","brown"
"1348","CHRM3-AS2","brown"
"1349","RPS7P5","blue"
"1350","MIR1273E","mediumpurple2"
"1351","GREM2","blue"
"1352","RGS7","blue"
"1353","FH","brown"
"1354","KMO","brown"
"1355","OPN3","brown"
"1356","CHML","brown"
"1357","EXO1","brown"
"1358","BECN2","blue"
"1359","MAP1LC3C","skyblue"
"1360","PLD5","blue"
"1361","LINC01347","grey60"
"1362","CEP170","brown"
"1363","SDCCAG8","brown"
"1364","MIR4677","plum"
"1365","AKT3","brown"
"1366","ZBTB18","grey60"
"1367","C1orf100","pink"
"1368","ADSS","brown"
"1369","C1orf101","brown"
"1370","DESI2","brown"
"1371","COX20","brown"
"1372","HNRNPU-AS1","brown"
"1373","HNRNPU","brown"
"1374","LOC255654","blue"
"1375","TFB2M","brown"
"1376","CNST","brown"
"1377","SCCPDH","brown"
"1378","AHCTF1","brown"
"1379","ZNF670-ZNF695","brown"
"1380","ZNF670","brown"
"1381","ZNF669","brown"
"1382","ZNF124","brown"
"1383","MIR3916","grey60"
"1384","OR2W5","blue"
"1385","OR2C3","blue"
"1386","OR2G2","blue"
"1387","OR6F1","blue"
"1388","OR1C1","skyblue"
"1389","OR14A16","blue"
"1390","OR2L8","blue"
"1391","OR2AK2","blue"
"1392","OR2L5","blue"
"1393","OR2L2","blue"
"1394","OR2M1P","blue"
"1395","OR2M5","blue"
"1396","OR2M3","blue"
"1397","OR2T12","blue"
"1398","OR2T4","blue"
"1399","OR2T6","blue"
"1400","OR2T2","blue"
"1401","OR2T3","blue"
"1402","OR2T5","blue"
"1403","OR2T29","blue"
"1404","OR2T27","blue"
"1405","LOC101928226","blue"
"1406","LYPD8","orangered3"
"1407","ZNF692","grey60"
"1408","PGBD2","brown"
"1409","TUBB8","plum2"
"1410","ZMYND11","brown"
"1411","DIP2C","grey60"
"1412","MIR5699","orangered3"
"1413","PRR26","brown"
"1414","LARP4B","grey60"
"1415","LOC101927762","grey60"
"1416","GTPBP4","brown"
"1417","IDI2","grey60"
"1418","IDI2-AS1","blue"
"1419","IDI1","blue"
"1420","WDR37","grey60"
"1421","ADARB2","grey60"
"1422","LINC00701","blue"
"1423","PITRM1","grey60"
"1424","PITRM1-AS1","grey60"
"1425","LOC105376360","blue"
"1426","KLF6","blue"
"1427","LINC00702","blue"
"1428","LINC00704","blue"
"1429","LINC00705","blue"
"1430","AKR1E2","grey60"
"1431","AKR1C1","grey60"
"1432","AKR1C2","grey60"
"1433","TUBAL3","brown"
"1434","NET1","brown"
"1435","CALML5","pink"
"1436","CALML3-AS1","pink"
"1437","FAM208B","grey60"
"1438","GDI2","brown"
"1439","FBXO18","grey60"
"1440","IL2RA","cyan"
"1441","RBM17","brown"
"1442","MIR3155A","blue"
"1443","MIR3155B","blue"
"1444","LOC399715","blue"
"1445","PRKCQ","steelblue"
"1446","PRKCQ-AS1","brown"
"1447","LINC00706","blue"
"1448","LINC00707","blue"
"1449","ITIH2","brown"
"1450","KIN","brown"
"1451","TAF3","brown"
"1452","GATA3","grey60"
"1453","LOC101928272","blue"
"1454","LOC101928322","blue2"
"1455","CELF2","blue"
"1456","CELF2-AS2","brown"
"1457","CELF2-AS1","blue"
"1458","USP6NL","brown"
"1459","PROSER2-AS1","grey60"
"1460","UPF2","grey60"
"1461","DHTKD1","brown"
"1462","SEC61A2","grey60"
"1463","NUDT5","brown"
"1464","CDC123","brown"
"1465","CAMK1D","grey60"
"1466","MIR4480","blue"
"1467","MIR4481","blue"
"1468","CCDC3","cyan"
"1469","OPTN","brown"
"1470","PHYH","brown"
"1471","SEPHS1","grey60"
"1472","BEND7","grey60"
"1473","PRPF18","brown"
"1474","FRMD4A","grey60"
"1475","LOC101928453","steelblue"
"1476","FAM107B","brown"
"1477","HSPA14","brown"
"1478","SUV39H2","brown"
"1479","DCLRE1C","brown"
"1480","OLAH","blue"
"1481","C10orf111","brown"
"1482","RPP38","brown"
"1483","NMT2","grey60"
"1484","PPIAP30","pink"
"1485","ITGA8","blue"
"1486","FAM188A","brown"
"1487","PTER","brown"
"1488","C1QL3","brown"
"1489","RSU1","brown"
"1490","STAM-AS1","brown"
"1491","STAM","brown"
"1492","TMEM236","grey60"
"1493","SLC39A12","blue"
"1494","SLC39A12-AS1","blue"
"1495","CACNB2","brown"
"1496","NSUN6","brown"
"1497","ARL5B","brown"
"1498","MALRD1","brown"
"1499","PLXDC2","brown"
"1500","MIR4675","brown"
"1501","NEBL","brown"
"1502","C10orf113","brown"
"1503","SKIDA1","grey60"
"1504","MLLT10","grey60"
"1505","DNAJC1","brown"
"1506","LOC100130992","brown"
"1507","COMMD3","brown"
"1508","COMMD3-BMI1","brown"
"1509","BMI1","brown"
"1510","PIP4K2A","brown"
"1511","OTUD1","brown"
"1512","KIAA1217","grey60"
"1513","ARHGAP21","grey60"
"1514","PRTFDC1","brown"
"1515","THNSL1","brown"
"1516","LINC01516","darkviolet"
"1517","GPR158-AS1","blue"
"1518","GPR158","blue"
"1519","LINC00836","blue"
"1520","MYO3A","cyan"
"1521","GAD2","skyblue"
"1522","APBB1IP","blue"
"1523","LINC00264","blue"
"1524","PDSS1","brown"
"1525","ABI1","brown"
"1526","ANKRD26","brown"
"1527","YME1L1","brown"
"1528","MASTL","brown"
"1529","ACBD5","brown"
"1530","PTCHD3","cyan"
"1531","RAB18","brown"
"1532","MKX-AS1","blue"
"1533","MPP7","brown"
"1534","MIR8086","pink"
"1535","WAC-AS1","grey60"
"1536","WAC","brown"
"1537","LINC00837","blue"
"1538","LYZL1","firebrick4"
"1539","SVIL-AS1","grey60"
"1540","SVIL","grey60"
"1541","MIR604","brown"
"1542","MIR938","blue"
"1543","KIAA1462","cyan"
"1544","MTPAP","brown"
"1545","GOLGA2P6","grey60"
"1546","MAP3K8","blue"
"1547","ZNF438","blue"
"1548","ZEB1-AS1","brown"
"1549","ZEB1","blue"
"1550","ARHGAP12","brown"
"1551","KIF5B","brown"
"1552","EPC1","grey60"
"1553","LOC102031319","brown"
"1554","LOC101929431","brown"
"1555","CCDC7","brown"
"1556","ITGB1","brown"
"1557","NRP1","brown"
"1558","LINC00838","blue"
"1559","PARD3","brown"
"1560","CUL2","brown"
"1561","MIR3611","skyblue"
"1562","CREM","blue"
"1563","CCNY","grey60"
"1564","GJD4","pink"
"1565","ANKRD30A","blue"
"1566","ZNF248","brown"
"1567","ZNF33BP1","brown"
"1568","ZNF25","brown"
"1569","ZNF33A","brown"
"1570","ZNF37A","brown"
"1571","HSD17B7P2","brown"
"1572","SEPT7P9","pink"
"1573","LINC00999","grey60"
"1574","ACTR3BP5","blue"
"1575","LOC441666","brown"
"1576","CCNYL2","blue"
"1577","ZNF37BP","grey60"
"1578","ZNF33B","brown"
"1579","LINC01518","firebrick4"
"1580","BMS1","brown"
"1581","LINC01264","brown"
"1582","CSGALNACT2","blue"
"1583","FXYD4","antiquewhite4"
"1584","HNRNPF","grey60"
"1585","ZNF485","brown"
"1586","HNRNPA3P1","brown"
"1587","LINC00619","steelblue"
"1588","LINC00840","blue"
"1589","LINC00841","blue"
"1590","ZNF22","brown"
"1591","ANKRD30BP3","blue"
"1592","MARCH8","grey60"
"1593","ZFAND4","brown"
"1594","FAM21C","grey60"
"1595","AGAP4","grey60"
"1596","PTPN20","grey60"
"1597","BMS1P5","grey60"
"1598","FAM35BP","grey60"
"1599","NPY4R","blue"
"1600","CH17-360D5.1","blue"
"1601","HNRNPA1P33","grey60"
"1602","FAM25C","pink"
"1603","FAM25G","pink"
"1604","AGAP9","grey60"
"1605","BMS1P6","grey60"
"1606","FAM35DP","grey60"
"1607","ANTXRLP1","steelblue"
"1608","FAM25BP","pink"
"1609","GDF2","antiquewhite4"
"1610","GDF10","antiquewhite4"
"1611","GLUD1P7","brown"
"1612","CTGLF12P","grey60"
"1613","MAPK8","grey60"
"1614","FAM170B-AS1","blue"
"1615","FAM170B","orangered3"
"1616","C10orf71-AS1","antiquewhite4"
"1617","C10orf71","antiquewhite4"
"1618","DRGX","cyan"
"1619","ERCC6","brown"
"1620","PGBD3","brown"
"1621","ERCC6-PGBD3","brown"
"1622","CHAT","blue"
"1623","SLC18A3","blue"
"1624","PARG","grey60"
"1625","PARGP1","grey60"
"1626","TIMM23B","grey60"
"1627","AGAP7P","blue"
"1628","NCOA4","brown"
"1629","AGAP6","grey60"
"1630","FAM21EP","grey60"
"1631","FAM21A","grey60"
"1632","ASAH2","grey60"
"1633","SGMS1","brown"
"1634","SGMS1-AS1","brown"
"1635","ASAH2B","grey60"
"1636","A1CF","brown"
"1637","CSTF2T","grey60"
"1638","DKK1","blue"
"1639","LINC01468","pink"
"1640","MBL2","blue"
"1641","PCDH15","blue"
"1642","MTRNR2L5","blue"
"1643","IPMK","brown"
"1644","UBE2D1","brown"
"1645","TFAM","brown"
"1646","FAM133CP","pink"
"1647","SLC16A9","brown"
"1648","CCDC6","grey60"
"1649","LINC01553","blue2"
"1650","ANK3","brown"
"1651","LINC00845","antiquewhite4"
"1652","TMEM26","brown"
"1653","TMEM26-AS1","brown"
"1654","ARID5B","brown"
"1655","MIR548AV","blue"
"1656","RTKN2","brown"
"1657","LOC283045","pink"
"1658","ZNF365","blue"
"1659","ADO","grey60"
"1660","NRBF2","blue"
"1661","JMJD1C","blue"
"1662","MIR1296","brown"
"1663","JMJD1C-AS1","brown"
"1664","REEP3","brown"
"1665","ANXA2P3","brown"
"1666","LINC01515","brown"
"1667","CTNNA3","blue"
"1668","LRRTM3","blue"
"1669","DNAJC12","antiquewhite4"
"1670","SIRT1","brown"
"1671","HERC4","brown"
"1672","POU5F1P5","pink"
"1673","MYPN","blue"
"1674","PBLD","brown"
"1675","HNRNPH3","brown"
"1676","RUFY2","brown"
"1677","DNA2","brown"
"1678","SLC25A16","grey60"
"1679","TET1","brown"
"1680","CCAR1","brown"
"1681","SNORD98","brown"
"1682","MIR1254-1","brown"
"1683","DDX50","brown"
"1684","DDX21","brown"
"1685","KIAA1279","brown"
"1686","SRGN","blue"
"1687","VPS26A","brown"
"1688","SUPV3L1","brown"
"1689","LOC101928994","blue"
"1690","HK1","grey60"
"1691","TACR2","grey60"
"1692","NEUROG3","coral1"
"1693","SAR1A","brown"
"1694","PPA1","brown"
"1695","NPFFR1","brown"
"1696","EIF4EBP2","grey60"
"1697","NODAL","grey60"
"1698","TBATA","antiquewhite4"
"1699","SGPL1","grey60"
"1700","C10orf105","thistle2"
"1701","ASCC1","brown"
"1702","MCU","brown"
"1703","MIR4676","brown"
"1704","OIT3","brown"
"1705","PLA2G12B","pink"
"1706","P4HA1","brown"
"1707","NUDT13","grey60"
"1708","ECD","brown"
"1709","FAM149B1","grey60"
"1710","DNAJC9","brown"
"1711","ANXA7","brown"
"1712","MSS51","grey60"
"1713","PPP3CB","grey60"
"1714","PPP3CB-AS1","grey60"
"1715","USP54","grey60"
"1716","MYOZ1","pink"
"1717","SYNPO2L","antiquewhite4"
"1718","AGAP5","grey60"
"1719","BMS1P4","brown"
"1720","GLUD1P3","grey60"
"1721","FUT11","grey60"
"1722","CAMK2G","grey60"
"1723","VCL","grey60"
"1724","AP3M1","brown"
"1725","ADK","brown"
"1726","LOC102723439","brown"
"1727","KAT6B","brown"
"1728","SAMD8","brown"
"1729","KCNMA1","pink"
"1730","KCNMA1-AS1","pink"
"1731","KCNMA1-AS2","blue"
"1732","DLG5","grey60"
"1733","POLR3A","grey60"
"1734","RPS24","grey60"
"1735","LINC00856","blue"
"1736","LINC00595","orangered3"
"1737","ZMIZ1-AS1","grey60"
"1738","ZMIZ1","grey60"
"1739","BEND3P3","grey60"
"1740","NUTM2B-AS1","brown"
"1741","BMS1P21","brown"
"1742","PLAC9","grey60"
"1743","SH2D4B","brown"
"1744","NRG3","blue"
"1745","NRG3-AS1","blue"
"1746","GHITM","brown"
"1747","C10orf99","cyan"
"1748","LRIT1","blue"
"1749","RGR","steelblue"
"1750","LINC00858","blue"
"1751","CCSER2","brown"
"1752","LOC101929646","blue"
"1753","LOC101929662","blue"
"1754","LINC01520","blue"
"1755","GRID1","blue"
"1756","MIR346","blue"
"1757","WAPAL","brown"
"1758","LDB3","antiquewhite4"
"1759","BMPR1A","brown"
"1760","AGAP11","grey60"
"1761","FAM25A","pink"
"1762","GLUD1","brown"
"1763","FAM35A","brown"
"1764","NUTM2A-AS1","grey60"
"1765","NUTM2D","grey60"
"1766","LINC00864","antiquewhite4"
"1767","MIR4678","brown"
"1768","MINPP1","brown"
"1769","PAPSS2","brown"
"1770","ATAD1","brown"
"1771","CFL1P1","pink"
"1772","PTEN","brown"
"1773","RNLS","brown"
"1774","LIPJ","brown"
"1775","LIPK","cyan"
"1776","LIPN","blue"
"1777","LIPM","cyan"
"1778","ANKRD22","cyan"
"1779","STAMBPL1","brown"
"1780","FAS","blue"
"1781","FAS-AS1","cyan"
"1782","LIPA","brown"
"1783","IFIT2","cyan"
"1784","IFIT3","cyan"
"1785","IFIT1B","brown"
"1786","IFIT1","cyan"
"1787","IFIT5","cyan"
"1788","PANK1","brown"
"1789","FLJ37201","grey60"
"1790","KIF20B","brown"
"1791","LINC00865","brown"
"1792","LINC01375","skyblue"
"1793","HTR7","steelblue"
"1794","RPP30","brown"
"1795","ANKRD1","antiquewhite4"
"1796","XLOC_008559","antiquewhite4"
